device_id;section;temperature;created_at
6;pagi;26.9;"2025-08-24 08:00:00"
7;pagi;9.2;"2025-08-24 08:00:00"
8;pagi;17.2;"2025-08-24 08:00:00"
9;pagi;0;"2025-08-24 08:00:00"
10;pagi;18.4;"2025-08-24 08:00:00"
1;sore;6;"2025-08-24 15:30:00"
2;sore;6.7;"2025-08-24 15:30:00"
3;sore;6.3;"2025-08-24 15:30:00"
4;sore;16.1;"2025-08-24 15:30:00"
5;sore;16.3;"2025-08-24 15:30:00"
6;sore;26.3;"2025-08-24 15:30:00"
7;sore;11.4;"2025-08-24 15:30:00"
8;sore;17;"2025-08-24 15:30:00"
9;sore;0;"2025-08-24 15:30:00"
10;sore;17.5;"2025-08-24 15:30:00"
1;pagi;6.2;"2025-08-25 08:00:00"
2;pagi;4.8;"2025-08-25 08:00:00"
3;pagi;6.7;"2025-08-25 08:00:00"
4;pagi;17;"2025-08-25 08:00:00"
5;pagi;17.9;"2025-08-25 08:00:00"
6;pagi;27.7;"2025-08-25 08:00:00"
7;pagi;9.3;"2025-08-25 08:00:00"
8;pagi;17.9;"2025-08-25 08:00:00"
9;pagi;0;"2025-08-25 08:00:00"
10;pagi;18.9;"2025-08-25 08:00:00"
1;sore;4.7;"2025-08-25 15:30:00"
2;sore;5.4;"2025-08-25 15:30:00"
3;sore;6.7;"2025-08-25 15:30:00"
4;sore;16.4;"2025-08-25 15:30:00"
5;sore;17.2;"2025-08-25 15:30:00"
6;sore;27.2;"2025-08-25 15:30:00"
7;sore;9.8;"2025-08-25 15:30:00"
8;sore;17.8;"2025-08-25 15:30:00"
9;sore;0;"2025-08-25 15:30:00"
10;sore;17.3;"2025-08-25 15:30:00"
1;pagi;6;"2025-08-26 08:00:00"
2;pagi;5.2;"2025-08-26 08:00:00"
3;pagi;5.1;"2025-08-26 08:00:00"
4;pagi;17.5;"2025-08-26 08:00:00"
5;pagi;16.4;"2025-08-26 08:00:00"
6;pagi;27.5;"2025-08-26 08:00:00"
7;pagi;8.8;"2025-08-26 08:00:00"
8;pagi;18;"2025-08-26 08:00:00"
9;pagi;0;"2025-08-26 08:00:00"
10;pagi;17.6;"2025-08-26 08:00:00"
1;sore;5.5;"2025-08-26 15:30:00"
2;sore;6.2;"2025-08-26 15:30:00"
3;sore;6.9;"2025-08-26 15:30:00"
4;sore;16.9;"2025-08-26 15:30:00"
5;sore;16;"2025-08-26 15:30:00"
6;sore;27;"2025-08-26 15:30:00"
7;sore;9.3;"2025-08-26 15:30:00"
8;sore;17.6;"2025-08-26 15:30:00"
9;sore;0;"2025-08-26 15:30:00"
10;sore;16.9;"2025-08-26 15:30:00"
1;pagi;4;"2025-08-27 08:00:00"
2;pagi;5.3;"2025-08-27 08:00:00"
3;pagi;6.9;"2025-08-27 08:00:00"
4;pagi;16.8;"2025-08-27 08:00:00"
5;pagi;16.7;"2025-08-27 08:00:00"
6;pagi;26.8;"2025-08-27 08:00:00"
7;pagi;8.4;"2025-08-27 08:00:00"
8;pagi;17.2;"2025-08-27 08:00:00"
9;pagi;0;"2025-08-27 08:00:00"
10;pagi;16.9;"2025-08-27 08:00:00"
1;sore;4.2;"2025-08-27 15:30:00"
2;sore;6.3;"2025-08-27 15:30:00"
3;sore;6.4;"2025-08-27 15:30:00"
4;sore;16.2;"2025-08-27 15:30:00"
5;sore;16.2;"2025-08-27 15:30:00"
6;sore;25.8;"2025-08-27 15:30:00"
7;sore;8.2;"2025-08-27 15:30:00"
8;sore;17;"2025-08-27 15:30:00"
9;sore;0;"2025-08-27 15:30:00"
10;sore;16.5;"2025-08-27 15:30:00"
1;pagi;4.4;"2025-08-28 08:00:00"
2;pagi;4.7;"2025-08-28 08:00:00"
3;pagi;6.3;"2025-08-28 08:00:00"
4;pagi;17.2;"2025-08-28 08:00:00"
5;pagi;17.6;"2025-08-28 08:00:00"
6;pagi;27.2;"2025-08-28 08:00:00"
7;pagi;9.5;"2025-08-28 08:00:00"
8;pagi;17.3;"2025-08-28 08:00:00"
9;pagi;0;"2025-08-28 08:00:00"
10;pagi;16.5;"2025-08-28 08:00:00"
1;sore;6;"2025-08-28 15:30:00"
2;sore;5.2;"2025-08-28 15:30:00"
3;sore;5.7;"2025-08-28 15:30:00"
4;sore;17;"2025-08-28 15:30:00"
5;sore;17.4;"2025-08-28 15:30:00"
6;sore;26.6;"2025-08-28 15:30:00"
7;sore;10.5;"2025-08-28 15:30:00"
8;sore;17.1;"2025-08-28 15:30:00"
9;sore;0;"2025-08-28 15:30:00"
10;sore;16;"2025-08-28 15:30:00"
1;pagi;5.3;"2025-08-29 08:00:00"
2;pagi;4.9;"2025-08-29 08:00:00"
3;pagi;6.2;"2025-08-29 08:00:00"
4;pagi;16.6;"2025-08-29 08:00:00"
5;pagi;17.3;"2025-08-29 08:00:00"
6;pagi;27.6;"2025-08-29 08:00:00"
7;pagi;11.4;"2025-08-29 08:00:00"
8;pagi;17.9;"2025-08-29 08:00:00"
9;pagi;0;"2025-08-29 08:00:00"
10;pagi;17.7;"2025-08-29 08:00:00"
1;sore;4.8;"2025-08-29 15:30:00"
2;sore;5.1;"2025-08-29 15:30:00"
3;sore;5.9;"2025-08-29 15:30:00"
4;sore;16.3;"2025-08-29 15:30:00"
5;sore;16.4;"2025-08-29 15:30:00"
6;sore;27.1;"2025-08-29 15:30:00"
7;sore;12.8;"2025-08-29 15:30:00"
8;sore;17.7;"2025-08-29 15:30:00"
9;sore;0;"2025-08-29 15:30:00"
10;sore;17.2;"2025-08-29 15:30:00"
1;pagi;5.5;"2025-08-30 08:00:00"
2;pagi;5.2;"2025-08-30 08:00:00"
3;pagi;5.1;"2025-08-30 08:00:00"
4;pagi;17;"2025-08-30 08:00:00"
5;pagi;16.8;"2025-08-30 08:00:00"
6;pagi;26.7;"2025-08-30 08:00:00"
7;pagi;12.2;"2025-08-30 08:00:00"
8;pagi;17.7;"2025-08-30 08:00:00"
9;pagi;0;"2025-08-30 08:00:00"
10;pagi;18.4;"2025-08-30 08:00:00"
1;sore;5.7;"2025-08-30 15:30:00"
2;sore;6.3;"2025-08-30 15:30:00"
3;sore;6.8;"2025-08-30 15:30:00"
4;sore;16.6;"2025-08-30 15:30:00"
5;sore;16.6;"2025-08-30 15:30:00"
6;sore;25.7;"2025-08-30 15:30:00"
7;sore;11.5;"2025-08-30 15:30:00"
8;sore;17.3;"2025-08-30 15:30:00"
9;sore;0;"2025-08-30 15:30:00"
10;sore;17.9;"2025-08-30 15:30:00"
1;pagi;5.9;"2025-08-31 08:00:00"
2;pagi;4.8;"2025-08-31 08:00:00"
3;pagi;5.3;"2025-08-31 08:00:00"
4;pagi;16.5;"2025-08-31 08:00:00"
5;pagi;17.5;"2025-08-31 08:00:00"
6;pagi;26.4;"2025-08-31 08:00:00"
7;pagi;-10.2;"2025-08-31 08:00:00"
8;pagi;17.6;"2025-08-31 08:00:00"
9;pagi;0;"2025-08-31 08:00:00"
10;pagi;18.1;"2025-08-31 08:00:00"
1;sore;5.4;"2025-08-31 15:30:00"
2;sore;6.9;"2025-08-31 15:30:00"
3;sore;5.4;"2025-08-31 15:30:00"
4;sore;16.1;"2025-08-31 15:30:00"
5;sore;17;"2025-08-31 15:30:00"
6;sore;25.3;"2025-08-31 15:30:00"
7;sore;-9.1;"2025-08-31 15:30:00"
8;sore;17.1;"2025-08-31 15:30:00"
9;sore;0;"2025-08-31 15:30:00"
10;sore;17.3;"2025-08-31 15:30:00"
1;pagi;4;"2025-09-01 08:00:00"
2;pagi;4.6;"2025-09-01 08:00:00"
3;pagi;4.1;"2025-09-01 08:00:00"
4;pagi;17.6;"2025-09-01 08:00:00"
5;pagi;17;"2025-09-01 08:00:00"
6;pagi;17.7;"2025-09-01 08:00:00"
7;pagi;5.6;"2025-09-01 08:00:00"
8;pagi;20.8;"2025-09-01 08:00:00"
9;pagi;0;"2025-09-01 08:00:00"
10;pagi;21.2;"2025-09-01 08:00:00"
1;sore;5.1;"2025-09-01 15:30:00"
2;sore;6;"2025-09-01 15:30:00"
3;sore;5;"2025-09-01 15:30:00"
4;sore;19;"2025-09-01 15:30:00"
5;sore;17;"2025-09-01 15:30:00"
6;sore;17.7;"2025-09-01 15:30:00"
7;sore;5.1;"2025-09-01 15:30:00"
8;sore;21.1;"2025-09-01 15:30:00"
9;sore;0;"2025-09-01 15:30:00"
10;sore;21;"2025-09-01 15:30:00"
1;pagi;5.7;"2025-09-02 08:00:00"
2;pagi;5.9;"2025-09-02 08:00:00"
3;pagi;4;"2025-09-02 08:00:00"
4;pagi;17.6;"2025-09-02 08:00:00"
5;pagi;18;"2025-09-02 08:00:00"
6;pagi;28.7;"2025-09-02 08:00:00"
7;pagi;5.3;"2025-09-02 08:00:00"
8;pagi;20;"2025-09-02 08:00:00"
9;pagi;0;"2025-09-02 08:00:00"
10;pagi;23;"2025-09-02 08:00:00"
1;sore;5;"2025-09-02 15:30:00"
2;sore;6.1;"2025-09-02 15:30:00"
3;sore;5.9;"2025-09-02 15:30:00"
4;sore;16.9;"2025-09-02 15:30:00"
5;sore;17.1;"2025-09-02 15:30:00"
6;sore;19;"2025-09-02 15:30:00"
7;sore;4.2;"2025-09-02 15:30:00"
8;sore;23.1;"2025-09-02 15:30:00"
9;sore;0;"2025-09-02 15:30:00"
10;sore;23.5;"2025-09-02 15:30:00"
1;pagi;6;"2025-09-03 08:00:00"
2;pagi;5.1;"2025-09-03 08:00:00"
3;pagi;5;"2025-09-03 08:00:00"
4;pagi;18.6;"2025-09-03 08:00:00"
5;pagi;18.7;"2025-09-03 08:00:00"
6;pagi;29.5;"2025-09-03 08:00:00"
7;pagi;5.2;"2025-09-03 08:00:00"
8;pagi;21.6;"2025-09-03 08:00:00"
9;pagi;0;"2025-09-03 08:00:00"
10;pagi;22.9;"2025-09-03 08:00:00"
1;sore;5.5;"2025-09-03 15:30:00"
2;sore;4.9;"2025-09-03 15:30:00"
3;sore;6.2;"2025-09-03 15:30:00"
4;sore;17;"2025-09-03 15:30:00"
5;sore;17.7;"2025-09-03 15:30:00"
6;sore;18.7;"2025-09-03 15:30:00"
7;sore;4.2;"2025-09-03 15:30:00"
8;sore;24.2;"2025-09-03 15:30:00"
9;sore;0;"2025-09-03 15:30:00"
10;sore;23.8;"2025-09-03 15:30:00"
1;pagi;3.9;"2025-09-04 08:00:00"
2;pagi;5.5;"2025-09-04 08:00:00"
3;pagi;5.4;"2025-09-04 08:00:00"
4;pagi;18.5;"2025-09-04 08:00:00"
5;pagi;17.1;"2025-09-04 08:00:00"
6;pagi;18.3;"2025-09-04 08:00:00"
7;pagi;5;"2025-09-04 08:00:00"
8;pagi;23.7;"2025-09-04 08:00:00"
9;pagi;0;"2025-09-04 08:00:00"
10;pagi;22.2;"2025-09-04 08:00:00"
1;sore;5.8;"2025-09-04 15:30:00"
2;sore;4.3;"2025-09-04 15:30:00"
3;sore;6;"2025-09-04 15:30:00"
4;sore;18;"2025-09-04 15:30:00"
5;sore;18.7;"2025-09-04 15:30:00"
6;sore;17.5;"2025-09-04 15:30:00"
7;sore;4.3;"2025-09-04 15:30:00"
8;sore;24.3;"2025-09-04 15:30:00"
9;sore;0;"2025-09-04 15:30:00"
10;sore;21.9;"2025-09-04 15:30:00"
1;pagi;4.2;"2025-09-05 08:00:00"
2;pagi;5.7;"2025-09-05 08:00:00"
3;pagi;5.9;"2025-09-05 08:00:00"
4;pagi;17;"2025-09-05 08:00:00"
5;pagi;19;"2025-09-05 08:00:00"
6;pagi;19.4;"2025-09-05 08:00:00"
7;pagi;4.6;"2025-09-05 08:00:00"
8;pagi;24;"2025-09-05 08:00:00"
9;pagi;0;"2025-09-05 08:00:00"
10;pagi;23.4;"2025-09-05 08:00:00"
1;sore;4.9;"2025-09-05 15:30:00"
2;sore;5.5;"2025-09-05 15:30:00"
3;sore;6.6;"2025-09-05 15:30:00"
4;sore;17.5;"2025-09-05 15:30:00"
5;sore;18.9;"2025-09-05 15:30:00"
6;sore;17.7;"2025-09-05 15:30:00"
7;sore;4.1;"2025-09-05 15:30:00"
8;sore;24.8;"2025-09-05 15:30:00"
9;sore;0;"2025-09-05 15:30:00"
10;sore;24;"2025-09-05 15:30:00"
1;pagi;4.4;"2025-09-06 08:00:00"
2;pagi;4.5;"2025-09-06 08:00:00"
3;pagi;4.7;"2025-09-06 08:00:00"
4;pagi;19;"2025-09-06 08:00:00"
5;pagi;18.7;"2025-09-06 08:00:00"
6;pagi;19;"2025-09-06 08:00:00"
7;pagi;5.8;"2025-09-06 08:00:00"
8;pagi;24.8;"2025-09-06 08:00:00"
9;pagi;0;"2025-09-06 08:00:00"
10;pagi;23.8;"2025-09-06 08:00:00"
1;sore;4.1;"2025-09-06 15:30:00"
2;sore;5.2;"2025-09-06 15:30:00"
3;sore;4.1;"2025-09-06 15:30:00"
4;sore;17.9;"2025-09-06 15:30:00"
5;sore;19;"2025-09-06 15:30:00"
6;sore;17.4;"2025-09-06 15:30:00"
7;sore;4.2;"2025-09-06 15:30:00"
8;sore;23.9;"2025-09-06 15:30:00"
9;sore;0;"2025-09-06 15:30:00"
10;sore;23.9;"2025-09-06 15:30:00"
1;pagi;5.5;"2025-09-07 08:00:00"
2;pagi;6;"2025-09-07 08:00:00"
3;pagi;4.4;"2025-09-07 08:00:00"
4;pagi;19.5;"2025-09-07 08:00:00"
5;pagi;17.3;"2025-09-07 08:00:00"
6;pagi;19;"2025-09-07 08:00:00"
7;pagi;5.4;"2025-09-07 08:00:00"
8;pagi;21.9;"2025-09-07 08:00:00"
9;pagi;0;"2025-09-07 08:00:00"
10;pagi;21.9;"2025-09-07 08:00:00"
1;sore;4.4;"2025-09-07 15:30:00"
2;sore;5.9;"2025-09-07 15:30:00"
3;sore;5.2;"2025-09-07 15:30:00"
4;sore;18.9;"2025-09-07 15:30:00"
5;sore;16.9;"2025-09-07 15:30:00"
6;sore;18.7;"2025-09-07 15:30:00"
7;sore;4.3;"2025-09-07 15:30:00"
8;sore;21.9;"2025-09-07 15:30:00"
9;sore;0;"2025-09-07 15:30:00"
10;sore;21.9;"2025-09-07 15:30:00"
1;pagi;5;"2025-09-08 08:00:00"
2;pagi;6.1;"2025-09-08 08:00:00"
3;pagi;5.4;"2025-09-08 08:00:00"
4;pagi;17.7;"2025-09-08 08:00:00"
5;pagi;17.9;"2025-09-08 08:00:00"
6;pagi;19.9;"2025-09-08 08:00:00"
7;pagi;5.9;"2025-09-08 08:00:00"
8;pagi;23.8;"2025-09-08 08:00:00"
9;pagi;0;"2025-09-08 08:00:00"
10;pagi;21.9;"2025-09-08 08:00:00"
1;sore;7;"2025-09-08 15:30:00"
2;sore;4.9;"2025-09-08 15:30:00"
3;sore;5.3;"2025-09-08 15:30:00"
4;sore;18.4;"2025-09-08 15:30:00"
5;sore;17.2;"2025-09-08 15:30:00"
6;sore;18.5;"2025-09-08 15:30:00"
7;sore;4.2;"2025-09-08 15:30:00"
8;sore;23.8;"2025-09-08 15:30:00"
9;sore;0;"2025-09-08 15:30:00"
10;sore;21.2;"2025-09-08 15:30:00"
1;pagi;4;"2025-09-09 08:00:00"
2;pagi;3.9;"2025-09-09 08:00:00"
3;pagi;5.5;"2025-09-09 08:00:00"
4;pagi;18.8;"2025-09-09 08:00:00"
5;pagi;17.4;"2025-09-09 08:00:00"
6;pagi;17.6;"2025-09-09 08:00:00"
7;pagi;4.6;"2025-09-09 08:00:00"
8;pagi;21.9;"2025-09-09 08:00:00"
9;pagi;0;"2025-09-09 08:00:00"
10;pagi;21.6;"2025-09-09 08:00:00"
1;sore;6.5;"2025-09-09 15:30:00"
2;sore;5.8;"2025-09-09 15:30:00"
3;sore;5.8;"2025-09-09 15:30:00"
4;sore;17.4;"2025-09-09 15:30:00"
5;sore;18.3;"2025-09-09 15:30:00"
6;sore;19;"2025-09-09 15:30:00"
7;sore;4.1;"2025-09-09 15:30:00"
8;sore;21.7;"2025-09-09 15:30:00"
9;sore;0;"2025-09-09 15:30:00"
10;sore;22.2;"2025-09-09 15:30:00"
1;pagi;4.1;"2025-09-10 08:00:00"
2;pagi;5.1;"2025-09-10 08:00:00"
3;pagi;6;"2025-09-10 08:00:00"
4;pagi;18.9;"2025-09-10 08:00:00"
5;pagi;18.6;"2025-09-10 08:00:00"
6;pagi;18.7;"2025-09-10 08:00:00"
7;pagi;4.2;"2025-09-10 08:00:00"
8;pagi;24.6;"2025-09-10 08:00:00"
9;pagi;0;"2025-09-10 08:00:00"
10;pagi;24.9;"2025-09-10 08:00:00"
1;sore;4;"2025-09-10 15:30:00"
2;sore;4.7;"2025-09-10 15:30:00"
3;sore;4.4;"2025-09-10 15:30:00"
4;sore;17.3;"2025-09-10 15:30:00"
5;sore;18.5;"2025-09-10 15:30:00"
6;sore;17.9;"2025-09-10 15:30:00"
7;sore;3.8;"2025-09-10 15:30:00"
8;sore;22.5;"2025-09-10 15:30:00"
9;sore;0;"2025-09-10 15:30:00"
10;sore;24.2;"2025-09-10 15:30:00"
1;pagi;5.1;"2025-09-11 08:00:00"
2;pagi;4.4;"2025-09-11 08:00:00"
3;pagi;3.9;"2025-09-11 08:00:00"
4;pagi;17.5;"2025-09-11 08:00:00"
5;pagi;18.4;"2025-09-11 08:00:00"
6;pagi;17.5;"2025-09-11 08:00:00"
7;pagi;4.7;"2025-09-11 08:00:00"
8;pagi;23.6;"2025-09-11 08:00:00"
9;pagi;0;"2025-09-11 08:00:00"
10;pagi;24;"2025-09-11 08:00:00"
1;sore;5.1;"2025-09-11 15:30:00"
2;sore;5.6;"2025-09-11 15:30:00"
3;sore;4.8;"2025-09-11 15:30:00"
4;sore;17.1;"2025-09-11 15:30:00"
5;sore;17.5;"2025-09-11 15:30:00"
6;sore;16.9;"2025-09-11 15:30:00"
7;sore;3.5;"2025-09-11 15:30:00"
8;sore;21.9;"2025-09-11 15:30:00"
9;sore;0;"2025-09-11 15:30:00"
10;sore;21;"2025-09-11 15:30:00"
1;pagi;5.9;"2025-09-12 08:00:00"
2;pagi;4.5;"2025-09-12 08:00:00"
3;pagi;4.2;"2025-09-12 08:00:00"
4;pagi;19.5;"2025-09-12 08:00:00"
5;pagi;18.4;"2025-09-12 08:00:00"
6;pagi;18.5;"2025-09-12 08:00:00"
7;pagi;4.3;"2025-09-12 08:00:00"
8;pagi;20.7;"2025-09-12 08:00:00"
9;pagi;0;"2025-09-12 08:00:00"
10;pagi;24.5;"2025-09-12 08:00:00"
1;sore;5.7;"2025-09-12 15:30:00"
2;sore;4.3;"2025-09-12 15:30:00"
3;sore;7;"2025-09-12 15:30:00"
4;sore;18.2;"2025-09-12 15:30:00"
5;sore;19;"2025-09-12 15:30:00"
6;sore;18.9;"2025-09-12 15:30:00"
7;sore;3.6;"2025-09-12 15:30:00"
8;sore;21;"2025-09-12 15:30:00"
9;sore;0;"2025-09-12 15:30:00"
10;sore;24.6;"2025-09-12 15:30:00"
1;pagi;4.8;"2025-09-13 08:00:00"
2;pagi;5.6;"2025-09-13 08:00:00"
3;pagi;4.9;"2025-09-13 08:00:00"
4;pagi;18.3;"2025-09-13 08:00:00"
5;pagi;17.8;"2025-09-13 08:00:00"
6;pagi;17.9;"2025-09-13 08:00:00"
7;pagi;4.5;"2025-09-13 08:00:00"
8;pagi;20.9;"2025-09-13 08:00:00"
9;pagi;0;"2025-09-13 08:00:00"
10;pagi;21.4;"2025-09-13 08:00:00"
1;sore;4.8;"2025-09-13 15:30:00"
2;sore;5.4;"2025-09-13 15:30:00"
3;sore;6.6;"2025-09-13 15:30:00"
4;sore;18.8;"2025-09-13 15:30:00"
5;sore;19.6;"2025-09-13 15:30:00"
6;sore;19.2;"2025-09-13 15:30:00"
7;sore;3.2;"2025-09-13 15:30:00"
8;sore;22;"2025-09-13 15:30:00"
9;sore;0;"2025-09-13 15:30:00"
10;sore;24.7;"2025-09-13 15:30:00"
1;pagi;3.9;"2025-09-14 08:00:00"
2;pagi;5.9;"2025-09-14 08:00:00"
3;pagi;5.9;"2025-09-14 08:00:00"
4;pagi;17.2;"2025-09-14 08:00:00"
5;pagi;17.1;"2025-09-14 08:00:00"
6;pagi;18.9;"2025-09-14 08:00:00"
7;pagi;4.4;"2025-09-14 08:00:00"
8;pagi;20.7;"2025-09-14 08:00:00"
9;pagi;0;"2025-09-14 08:00:00"
10;pagi;25.2;"2025-09-14 08:00:00"
1;sore;5.5;"2025-09-14 15:30:00"
2;sore;4.1;"2025-09-14 15:30:00"
3;sore;6.1;"2025-09-14 15:30:00"
4;sore;17.7;"2025-09-14 15:30:00"
5;sore;17.1;"2025-09-14 15:30:00"
6;sore;18.3;"2025-09-14 15:30:00"
7;sore;3.3;"2025-09-14 15:30:00"
8;sore;23;"2025-09-14 15:30:00"
9;sore;0;"2025-09-14 15:30:00"
10;sore;23.7;"2025-09-14 15:30:00"
1;pagi;5.5;"2025-09-15 08:00:00"
2;pagi;5.1;"2025-09-15 08:00:00"
3;pagi;5.3;"2025-09-15 08:00:00"
4;pagi;17.4;"2025-09-15 08:00:00"
5;pagi;17.3;"2025-09-15 08:00:00"
6;pagi;16.9;"2025-09-15 08:00:00"
7;pagi;4;"2025-09-15 08:00:00"
8;pagi;23;"2025-09-15 08:00:00"
9;pagi;0;"2025-09-15 08:00:00"
10;pagi;26;"2025-09-15 08:00:00"
1;sore;4.4;"2025-09-15 15:30:00"
2;sore;5.2;"2025-09-15 15:30:00"
3;sore;6;"2025-09-15 15:30:00"
4;sore;19.7;"2025-09-15 15:30:00"
5;sore;17.6;"2025-09-15 15:30:00"
6;sore;18.6;"2025-09-15 15:30:00"
7;sore;3.4;"2025-09-15 15:30:00"
8;sore;21.8;"2025-09-15 15:30:00"
9;sore;0;"2025-09-15 15:30:00"
10;sore;21.8;"2025-09-15 15:30:00"
1;pagi;6.1;"2025-09-16 08:00:00"
2;pagi;5;"2025-09-16 08:00:00"
3;pagi;4.3;"2025-09-16 08:00:00"
4;pagi;18.5;"2025-09-16 08:00:00"
5;pagi;19.6;"2025-09-16 08:00:00"
6;pagi;17;"2025-09-16 08:00:00"
7;pagi;4.6;"2025-09-16 08:00:00"
8;pagi;21.6;"2025-09-16 08:00:00"
9;pagi;0;"2025-09-16 08:00:00"
10;pagi;23;"2025-09-16 08:00:00"
1;sore;4.8;"2025-09-16 15:30:00"
2;sore;4;"2025-09-16 15:30:00"
3;sore;5;"2025-09-16 15:30:00"
4;sore;19.3;"2025-09-16 15:30:00"
5;sore;18.6;"2025-09-16 15:30:00"
6;sore;17.8;"2025-09-16 15:30:00"
7;sore;3.3;"2025-09-16 15:30:00"
8;sore;23.7;"2025-09-16 15:30:00"
9;sore;0;"2025-09-16 15:30:00"
10;sore;24.8;"2025-09-16 15:30:00"
1;pagi;5.1;"2025-09-17 08:00:00"
2;pagi;4;"2025-09-17 08:00:00"
3;pagi;4.7;"2025-09-17 08:00:00"
4;pagi;18.8;"2025-09-17 08:00:00"
5;pagi;17.7;"2025-09-17 08:00:00"
6;pagi;18.7;"2025-09-17 08:00:00"
7;pagi;4.5;"2025-09-17 08:00:00"
8;pagi;21.9;"2025-09-17 08:00:00"
9;pagi;0;"2025-09-17 08:00:00"
10;pagi;21.5;"2025-09-17 08:00:00"
1;sore;3.9;"2025-09-17 15:30:00"
2;sore;5;"2025-09-17 15:30:00"
3;sore;5.4;"2025-09-17 15:30:00"
4;sore;19.6;"2025-09-17 15:30:00"
5;sore;17.7;"2025-09-17 15:30:00"
6;sore;19.9;"2025-09-17 15:30:00"
7;sore;3.6;"2025-09-17 15:30:00"
8;sore;21.2;"2025-09-17 15:30:00"
9;sore;0;"2025-09-17 15:30:00"
10;sore;21;"2025-09-17 15:30:00"
1;pagi;5;"2025-09-18 08:00:00"
2;pagi;6;"2025-09-18 08:00:00"
3;pagi;5.8;"2025-09-18 08:00:00"
4;pagi;17.7;"2025-09-18 08:00:00"
5;pagi;19.9;"2025-09-18 08:00:00"
6;pagi;17.7;"2025-09-18 08:00:00"
7;pagi;4.2;"2025-09-18 08:00:00"
8;pagi;21;"2025-09-18 08:00:00"
9;pagi;0;"2025-09-18 08:00:00"
10;pagi;23.8;"2025-09-18 08:00:00"
1;sore;4.3;"2025-09-18 15:30:00"
2;sore;6;"2025-09-18 15:30:00"
3;sore;4.4;"2025-09-18 15:30:00"
4;sore;19;"2025-09-18 15:30:00"
5;sore;18.8;"2025-09-18 15:30:00"
6;sore;17.9;"2025-09-18 15:30:00"
7;sore;3.7;"2025-09-18 15:30:00"
8;sore;21.2;"2025-09-18 15:30:00"
9;sore;0;"2025-09-18 15:30:00"
10;sore;23.2;"2025-09-18 15:30:00"
1;pagi;4;"2025-09-19 08:00:00"
2;pagi;6.2;"2025-09-19 08:00:00"
3;pagi;6.2;"2025-09-19 08:00:00"
4;pagi;19;"2025-09-19 08:00:00"
5;pagi;17.6;"2025-09-19 08:00:00"
6;pagi;19;"2025-09-19 08:00:00"
7;pagi;4.1;"2025-09-19 08:00:00"
8;pagi;21.9;"2025-09-19 08:00:00"
9;pagi;0;"2025-09-19 08:00:00"
10;pagi;23.5;"2025-09-19 08:00:00"
1;sore;5;"2025-09-19 15:30:00"
2;sore;4.9;"2025-09-19 15:30:00"
3;sore;4;"2025-09-19 15:30:00"
4;sore;19.1;"2025-09-19 15:30:00"
5;sore;18.8;"2025-09-19 15:30:00"
6;sore;18.8;"2025-09-19 15:30:00"
7;sore;3.2;"2025-09-19 15:30:00"
8;sore;23.2;"2025-09-19 15:30:00"
9;sore;0;"2025-09-19 15:30:00"
10;sore;22.2;"2025-09-19 15:30:00"
1;pagi;4.3;"2025-09-20 08:00:00"
2;pagi;4.8;"2025-09-20 08:00:00"
3;pagi;6;"2025-09-20 08:00:00"
4;pagi;17.5;"2025-09-20 08:00:00"
5;pagi;18.7;"2025-09-20 08:00:00"
6;pagi;19.3;"2025-09-20 08:00:00"
7;pagi;4.8;"2025-09-20 08:00:00"
8;pagi;24.8;"2025-09-20 08:00:00"
9;pagi;0;"2025-09-20 08:00:00"
10;pagi;21.8;"2025-09-20 08:00:00"
1;sore;5.9;"2025-09-20 15:30:00"
2;sore;5.7;"2025-09-20 15:30:00"
3;sore;5.2;"2025-09-20 15:30:00"
4;sore;18.9;"2025-09-20 15:30:00"
5;sore;17.9;"2025-09-20 15:30:00"
6;sore;17.7;"2025-09-20 15:30:00"
7;sore;3.5;"2025-09-20 15:30:00"
8;sore;22.2;"2025-09-20 15:30:00"
9;sore;0;"2025-09-20 15:30:00"
10;sore;23.4;"2025-09-20 15:30:00"
1;pagi;5.2;"2025-09-21 08:00:00"
2;pagi;4.4;"2025-09-21 08:00:00"
3;pagi;4.1;"2025-09-21 08:00:00"
4;pagi;17.4;"2025-09-21 08:00:00"
5;pagi;18.1;"2025-09-21 08:00:00"
6;pagi;18.3;"2025-09-21 08:00:00"
7;pagi;4.7;"2025-09-21 08:00:00"
8;pagi;21.7;"2025-09-21 08:00:00"
9;pagi;0;"2025-09-21 08:00:00"
10;pagi;23.9;"2025-09-21 08:00:00"
1;sore;5.7;"2025-09-21 15:30:00"
2;sore;4.2;"2025-09-21 15:30:00"
3;sore;5.5;"2025-09-21 15:30:00"
4;sore;18.1;"2025-09-21 15:30:00"
5;sore;17.9;"2025-09-21 15:30:00"
6;sore;17;"2025-09-21 15:30:00"
7;sore;3.6;"2025-09-21 15:30:00"
8;sore;26.8;"2025-09-21 15:30:00"
9;sore;0;"2025-09-21 15:30:00"
10;sore;24.2;"2025-09-21 15:30:00"
1;pagi;4;"2025-09-22 08:00:00"
2;pagi;5.5;"2025-09-22 08:00:00"
3;pagi;5.2;"2025-09-22 08:00:00"
4;pagi;17.1;"2025-09-22 08:00:00"
5;pagi;17.1;"2025-09-22 08:00:00"
6;pagi;17;"2025-09-22 08:00:00"
7;pagi;4.8;"2025-09-22 08:00:00"
